MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1915047,Snrnp48,small nuclear ribonucleoprotein 48 (U11/U12),13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98341,Snrnp70,small nuclear ribonucleoprotein 70 (U1),7,,"mRNA splicing, via spliceosome",,,ISO,P08621 ,J:164563 
MGI:98341,Snrnp70,small nuclear ribonucleoprotein 70 (U1),7,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:98341,Snrnp70,small nuclear ribonucleoprotein 70 (U1),7,,regulation of RNA splicing,,,ISO,P08621 ,J:164563 
MGI:2444401,Snrnp200,small nuclear ribonucleoprotein 200 (U5),2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2444401,Snrnp200,small nuclear ribonucleoprotein 200 (U5),2,,"mRNA splicing, via spliceosome",,,ISO,O75643 ,J:164563 
MGI:2444401,Snrnp200,small nuclear ribonucleoprotein 200 (U5),2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1855690,Snrpa,small nuclear ribonucleoprotein polypeptide A,7,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1855690,Snrpa,small nuclear ribonucleoprotein polypeptide A,7,,"mRNA splicing, via spliceosome",,,IBA,PTN000827569 ,J:161428 
MGI:1855690,Snrpa,small nuclear ribonucleoprotein polypeptide A,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916231,Snrpa1,small nuclear ribonucleoprotein polypeptide A',7,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916231,Snrpa1,small nuclear ribonucleoprotein polypeptide A',7,,"mRNA splicing, via spliceosome",,,IBA,PTN000058203 ,J:161428 
MGI:1916231,Snrpa1,small nuclear ribonucleoprotein polypeptide A',7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98342,Snrpb,small nuclear ribonucleoprotein B,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98342,Snrpb,small nuclear ribonucleoprotein B,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000075760 ,J:161428 
MGI:98342,Snrpb,small nuclear ribonucleoprotein B,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98342,Snrpb,small nuclear ribonucleoprotein B,2,,spliceosomal snRNP assembly,,,ISO,P14678 ,J:164563 
MGI:104805,Snrpb2,U2 small nuclear ribonucleoprotein B,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:104805,Snrpb2,U2 small nuclear ribonucleoprotein B,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000827569 ,J:161428 
MGI:104805,Snrpb2,U2 small nuclear ribonucleoprotein B,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:109489,Snrpc,U1 small nuclear ribonucleoprotein C,17,,mRNA 5'-splice site recognition,,,IBA,PTN001259483 ,J:161428 
MGI:109489,Snrpc,U1 small nuclear ribonucleoprotein C,17,,"mRNA splicing, via spliceosome",,,IEA,IPR017340 ,J:72247 
MGI:109489,Snrpc,U1 small nuclear ribonucleoprotein C,17,,spliceosomal snRNP assembly,,,IEA,IPR017340 ,J:72247 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,RNA processing,,,IEA,IPR027141 ,J:72247 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,spliceosomal complex assembly,,,IBA,PTN000596745 ,J:161428 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,spliceosomal snRNP assembly,,,IBA,PTN000596745 ,J:161428 
MGI:98344,Snrpd1,small nuclear ribonucleoprotein D1,18,,spliceosomal snRNP assembly,,,ISO,P62314 ,J:164563 
MGI:98345,Snrpd2,small nuclear ribonucleoprotein D2,7,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98345,Snrpd2,small nuclear ribonucleoprotein D2,7,,RNA splicing,,,IEA,IPR027248 ,J:72247 
MGI:98345,Snrpd2,small nuclear ribonucleoprotein D2,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98345,Snrpd2,small nuclear ribonucleoprotein D2,7,,spliceosomal snRNP assembly,,,IBA,PTN000299609 ,J:161428 
MGI:98345,Snrpd2,small nuclear ribonucleoprotein D2,7,,spliceosomal snRNP assembly,,,ISO,P62316 ,J:164563 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,RNA processing,,,IEA,IPR027141 ,J:72247 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,spliceosomal complex assembly,,,IBA,PTN000596745 ,J:161428 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,spliceosomal snRNP assembly,,,IBA,PTN000596745 ,J:161428 
MGI:1914582,Snrpd3,small nuclear ribonucleoprotein D3,10,,spliceosomal snRNP assembly,,,ISO,P62318 ,J:164563 
MGI:98346,Snrpe,small nuclear ribonucleoprotein E,1,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98346,Snrpe,small nuclear ribonucleoprotein E,1,,"mRNA splicing, via spliceosome",,,IEA,IPR027078 ,J:72247 
MGI:98346,Snrpe,small nuclear ribonucleoprotein E,1,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98346,Snrpe,small nuclear ribonucleoprotein E,1,,spliceosomal snRNP assembly,,,IBA,PTN000127555 ,J:161428 
MGI:1917128,Snrpf,small nuclear ribonucleoprotein polypeptide F,10,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917128,Snrpf,small nuclear ribonucleoprotein polypeptide F,10,,"mRNA splicing, via spliceosome",,,IBA,PTN000111530 ,J:161428 
MGI:1917128,Snrpf,small nuclear ribonucleoprotein polypeptide F,10,,RNA splicing,,,ISO,P62306 ,J:164563 
MGI:1917128,Snrpf,small nuclear ribonucleoprotein polypeptide F,10,,spliceosomal snRNP assembly,,,ISO,P62306 ,J:164563 
MGI:1915261,Snrpg,small nuclear ribonucleoprotein polypeptide G,6,,"mRNA splicing, via spliceosome",,,IBA,PTN000058285 ,J:161428 
MGI:98347,Snrpn,small nuclear ribonucleoprotein N,7,,"mRNA splicing, via spliceosome",,,IBA,PTN000075760 ,J:161428 
MGI:893586,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",15,,maturation of LSU-rRNA,,,IBA,PTN000559990 ,J:161428 
MGI:893586,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",15,,maturation of SSU-rRNA,,,IBA,PTN000560317 ,J:161428 
MGI:893586,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:893586,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",15,,"mRNA splicing, via spliceosome",,,IBA,PTN000560317 ,J:161428 
MGI:893586,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1913604,Snw1,SNW domain containing 1,12,,generation of catalytic spliceosome for second transesterification step,,,IBA,PTN002281016 ,J:161428 
MGI:1913604,Snw1,SNW domain containing 1,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913604,Snw1,SNW domain containing 1,12,,"mRNA splicing, via spliceosome",,,ISO,Q13573 ,J:164563 
MGI:1913604,Snw1,SNW domain containing 1,12,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,Q13573 ,J:164563 
MGI:1913604,Snw1,SNW domain containing 1,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98353,Son,Son DNA binding protein,16,,mRNA processing,,,ISO,P18583 ,J:164563 
MGI:98353,Son,Son DNA binding protein,16,,"regulation of mRNA splicing, via spliceosome",,,ISO,P18583 ,J:164563 
MGI:98353,Son,Son DNA binding protein,16,,regulation of RNA splicing,,,ISO,P18583 ,J:164563 
MGI:98353,Son,Son DNA binding protein,16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1891706,Spen,spen family transcription repressor,4,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:106544,Spout1,SPOUT domain containing methyltransferase 1,2,,production of miRNAs involved in gene silencing by miRNA,,,ISO,Q5T280 ,J:164563 
MGI:2145245,Srek1,splicing regulatory glutamine/lysine-rich protein 1,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2145245,Srek1,splicing regulatory glutamine/lysine-rich protein 1,13,,"regulation of alternative mRNA splicing, via spliceosome",,,IEA,IPR033568 ,J:72247 
MGI:2145245,Srek1,splicing regulatory glutamine/lysine-rich protein 1,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914538,Srek1ip1,splicing regulatory glutamine/lysine-rich protein 1interacting protein 1,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914538,Srek1ip1,splicing regulatory glutamine/lysine-rich protein 1interacting protein 1,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914472,Srfbp1,serum response factor binding protein 1,18,,maturation of SSU-rRNA,,,IBA,PTN001154492 ,J:161428 
MGI:106908,Srpk1,serine/arginine-rich protein specific kinase 1,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:106908,Srpk1,serine/arginine-rich protein specific kinase 1,17,,regulation of mRNA processing,,,IDA,,J:45458 
MGI:106908,Srpk1,serine/arginine-rich protein specific kinase 1,17,,regulation of mRNA processing,,,ISO,Q96SB4 ,J:164563 
MGI:106908,Srpk1,serine/arginine-rich protein specific kinase 1,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:106908,Srpk1,serine/arginine-rich protein specific kinase 1,17,,spliceosomal complex assembly,,,IBA,PTN000622883 ,J:161428 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,regulation of mRNA processing,,,IBA,PTN000622883 ,J:161428 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,RNA splicing,,,IDA,,J:45458 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,RNA splicing,,,ISO,P78362 ,J:164563 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,spliceosomal complex assembly,,,IDA,,J:45458 
MGI:1201408,Srpk2,serine/arginine-rich protein specific kinase 2,5,,spliceosomal complex assembly,,,ISO,P78362 ,J:164563 
MGI:1891338,Srpk3,serine/arginine-rich protein specific kinase 3,X,,regulation of mRNA processing,,,IBA,PTN000622883 ,J:161428 
MGI:1891338,Srpk3,serine/arginine-rich protein specific kinase 3,X,,spliceosomal complex assembly,,,IBA,PTN000622883 ,J:161428 
MGI:1858303,Srrm1,serine/arginine repetitive matrix 1,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1858303,Srrm1,serine/arginine repetitive matrix 1,4,,mRNA processing,,,IEA,IPR002483 IPR036483 ,J:72247 
MGI:1858303,Srrm1,serine/arginine repetitive matrix 1,4,,"mRNA splicing, via spliceosome",,,ISO,AF048977 ,J:70954 
MGI:1858303,Srrm1,serine/arginine repetitive matrix 1,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858303,Srrm1,serine/arginine repetitive matrix 1,4,,"RNA splicing, via transesterification reactions",,,ISO,AF048977 ,J:70954 
MGI:1923206,Srrm2,serine/arginine repetitive matrix 2,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1923206,Srrm2,serine/arginine repetitive matrix 2,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916205,Srrm4,serine/arginine repetitive matrix 4,5,,mRNA processing,,,IDA,,J:155499 
MGI:1916205,Srrm4,serine/arginine repetitive matrix 4,5,,"regulation of alternative mRNA splicing, via spliceosome",regulates a function/process that happens in inner ear,,IMP,MGI:1856676 ,J:193641 
MGI:1916205,Srrm4,serine/arginine repetitive matrix 4,5,,regulation of RNA splicing,,,IDA,,J:155499 
MGI:1916205,Srrm4,serine/arginine repetitive matrix 4,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1933527,Srrt,serrate RNA effector molecule homolog (Arabidopsis),5,,primary miRNA processing,,,IMP,,J:152729 
MGI:1933527,Srrt,serrate RNA effector molecule homolog (Arabidopsis),5,,primary miRNA processing,,,ISO,Q9BXP5 ,J:164563 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,"alternative mRNA splicing, via spliceosome",,,ISO,RGD:1587490 ,J:155856 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,"alternative mRNA splicing, via spliceosome",,,ISO,Q07955 ,J:164563 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,mRNA 5'-splice site recognition,,,ISO,Q07955 ,J:164563 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,positive regulation of RNA splicing,,,ISO,RGD:1587490 ,J:155856 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,RNA splicing,,,IDA,,J:97604 
MGI:98283,Srsf1,serine/arginine-rich splicing factor 1,11,,RNA splicing,,,IGI,MGI:97272 MGI:98283 ,J:96039 
MGI:98284,Srsf2,serine/arginine-rich splicing factor 2,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98284,Srsf2,serine/arginine-rich splicing factor 2,11,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:182960 
MGI:98284,Srsf2,serine/arginine-rich splicing factor 2,11,,regulation of RNA splicing,,,IEA,IPR034893 ,J:72247 
MGI:98284,Srsf2,serine/arginine-rich splicing factor 2,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98285,Srsf3,serine/arginine-rich splicing factor 3,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98285,Srsf3,serine/arginine-rich splicing factor 3,17,,"regulation of mRNA splicing, via spliceosome",,,ISO,P84103 ,J:164563 
MGI:98285,Srsf3,serine/arginine-rich splicing factor 3,17,,RNA splicing,,,TAS,,J:169984 
MGI:1890577,Srsf4,serine/arginine-rich splicing factor 4,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1890577,Srsf4,serine/arginine-rich splicing factor 4,4,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,Q08170 ,J:164563 
MGI:1890577,Srsf4,serine/arginine-rich splicing factor 4,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98287,Srsf5,serine/arginine-rich splicing factor 5,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:98287,Srsf5,serine/arginine-rich splicing factor 5,12,,positive regulation of RNA splicing,,,ISO,RGD:3664 ,J:155856 
MGI:98287,Srsf5,serine/arginine-rich splicing factor 5,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,"alternative mRNA splicing, via spliceosome",,,ISO,Q13247 ,J:164563 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,mRNA splice site selection,,,ISO,Q13247 ,J:164563 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,Q13247 ,J:164563 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q13247 ,J:164563 J:193148 
MGI:1915246,Srsf6,serine/arginine-rich splicing factor 6,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1926232,Srsf7,serine/arginine-rich splicing factor 7,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1926232,Srsf7,serine/arginine-rich splicing factor 7,17,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,Q16629 ,J:164563 
MGI:1926232,Srsf7,serine/arginine-rich splicing factor 7,17,,RNA splicing,,,ISO,Q16629 ,J:164563 
MGI:104896,Srsf9,serine/arginine-rich splicing factor 9,5,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:104896,Srsf9,serine/arginine-rich splicing factor 9,5,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,Q13242 ,J:164563 
MGI:104896,Srsf9,serine/arginine-rich splicing factor 9,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,mRNA splice site selection,,,IC,GO:0000375 ,J:51309 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,mRNA splice site selection,,,ISO,O75494 ,J:164563 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"mRNA splicing, via spliceosome",,,ISO,O75494 ,J:164563 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"negative regulation of mRNA splicing, via spliceosome",,,IDA,,J:114005 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,O75494 ,J:164563 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"regulation of mRNA splicing, via spliceosome",,,ISO,O75494 ,J:164563 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,regulation of RNA splicing,,,IEA,IPR034476 ,J:72247 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"RNA splicing, via transesterification reactions",,,IDA,,J:51309 
MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,,"RNA splicing, via transesterification reactions",,,ISO,O75494 ,J:164563 
MGI:2661424,Srsf12,serine/arginine-rich splicing factor 12,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2661424,Srsf12,serine/arginine-rich splicing factor 12,4,,"regulation of alternative mRNA splicing, via spliceosome",,,IEA,IPR034477 ,J:72247 
MGI:2661424,Srsf12,serine/arginine-rich splicing factor 12,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:98423,Ssb,Sjogren syndrome antigen B,2,,RNA processing,,,IEA,IPR002344 ,J:72247 
MGI:98423,Ssb,Sjogren syndrome antigen B,2,,tRNA 3'-end processing,,,ISO,P05455 ,J:164563 
MGI:98423,Ssb,Sjogren syndrome antigen B,2,,tRNA 5'-leader removal,,,ISO,P05455 ,J:164563 
MGI:98423,Ssb,Sjogren syndrome antigen B,2,,tRNA processing,,,ISO,RGD:620804 ,J:155856 
MGI:98423,Ssb,Sjogren syndrome antigen B,2,,tRNA processing,,,ISO,P05455 ,J:164563 
MGI:1916241,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),4,,mRNA polyadenylation,,,IBA,PTN000463875 ,J:161428 
MGI:1916241,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),4,,mRNA polyadenylation,,,ISO,Q9NP77 ,J:164563 
MGI:1916241,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),4,,mRNA processing,,,IEA,IPR006811 ,J:72247 
MGI:1916241,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1329037,Strap,serine/threonine kinase receptor associated protein,6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1329037,Strap,serine/threonine kinase receptor associated protein,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1329037,Strap,serine/threonine kinase receptor associated protein,6,,spliceosomal snRNP assembly,,,ISO,Q9Y3F4 ,J:164563 
MGI:1917866,Sugp1,SURP and G patch domain containing 1,8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917866,Sugp1,SURP and G patch domain containing 1,8,,RNA processing,,,IEA,IPR000061 IPR035967 ,J:72247 
MGI:1917866,Sugp1,SURP and G patch domain containing 1,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2678085,Sugp2,SURP and G patch domain containing 2,8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2678085,Sugp2,SURP and G patch domain containing 2,8,,RNA processing,,,IEA,IPR000061 IPR035967 ,J:72247 
MGI:2678085,Sugp2,SURP and G patch domain containing 2,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:107416,Supt4a,suppressor of Ty 4A,11,,mRNA processing,,,IBA,PTN000306261 ,J:161428 
MGI:1335090,Supt4b,suppressor of Ty 4B,10,,mRNA processing,,,IBA,PTN000306261 ,J:161428 
MGI:1202400,Supt5,suppressor of Ty 5,7,,mRNA processing,,,IBA,PTN000122627 ,J:161428 
MGI:1202400,Supt5,suppressor of Ty 5,7,,negative regulation of mRNA polyadenylation,,,ISO,O00267 ,J:164563 
MGI:107726,Supt6,suppressor of Ty 6,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:107726,Supt6,suppressor of Ty 6,11,,regulation of mRNA processing,,,IMP,,J:200417 
MGI:107726,Supt6,suppressor of Ty 6,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2441711,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)",10,,mitochondrial RNA 3'-end processing,,,IBA,PTN000252978 ,J:161428 
MGI:2441711,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)",10,,mitochondrial RNA 3'-end processing,,,ISO,Q8IYB8 ,J:164563 
MGI:1099440,Suv39h1,suppressor of variegation 3-9 1,X,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1915842,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915842,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1915438,Sympk,symplekin,7,,mRNA polyadenylation,,,ISO,Q92797 ,J:164563 
MGI:1915438,Sympk,symplekin,7,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1891690,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1891690,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:4936930,Tarbp1,TAR RNA binding protein 1,8,,enzyme-directed rRNA 2'-O-methylation,,,IBA,PTN001738495 ,J:161428 
MGI:4936930,Tarbp1,TAR RNA binding protein 1,8,,rRNA 2'-O-methylation,,,IBA,PTN001738495 ,J:161428 
MGI:4936930,Tarbp1,TAR RNA binding protein 1,8,,tRNA methylation,,,IBA,PTN000247165 ,J:161428 
MGI:103027,Tarbp2,"TARBP2, RISC loading complex RNA binding subunit",15,,pre-miRNA processing,,,ISO,Q15633 ,J:164563 
MGI:103027,Tarbp2,"TARBP2, RISC loading complex RNA binding subunit",15,,production of miRNAs involved in gene silencing by miRNA,,,ISO,Q15633 ,J:164563 
MGI:103027,Tarbp2,"TARBP2, RISC loading complex RNA binding subunit",15,,production of siRNA involved in RNA interference,,,ISO,Q15633 ,J:164563 
MGI:2387629,Tardbp,TAR DNA binding protein,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2387629,Tardbp,TAR DNA binding protein,4,,RNA splicing,,,ISO,Q13148 ,J:164563 
MGI:2384863,Tbl3,transducin (beta)-like 3,17,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000457905 ,J:161428 
MGI:2384863,Tbl3,transducin (beta)-like 3,17,,rRNA processing,,,IEA,IPR013934 ,J:72247 
MGI:1918575,Tchhl1,trichohyalin-like 1,3,,rRNA processing,,,IBA,PTN000529705 ,J:161428 
MGI:2444023,Tdrd3,tudor domain containing 3,14,,mRNA processing,,,IEA,IPR010304 ,J:72247 
MGI:1921941,Tdrd9,tudor domain containing 9,12,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:109573,Tep1,telomerase associated protein 1,14,,RNA splicing,,,IBA,PTN001108918 ,J:161428 
MGI:1202709,Tert,telomerase reverse transcriptase,13,,negative regulation of production of siRNA involved in RNA interference,,,ISO,O14746 ,J:164563 
MGI:1202709,Tert,telomerase reverse transcriptase,13,,production of siRNA involved in RNA interference,,,ISO,O14746 ,J:164563 
MGI:1890545,Tex16,testis expressed gene 16,X,,spliceosomal snRNP assembly,,,IBA,PTN000363272 ,J:161428 
MGI:2146851,Tfb1m,"transcription factor B1, mitochondrial",17,,rRNA modification,,,IEA,IPR020596 IPR020598 ,J:72247 
MGI:2146851,Tfb1m,"transcription factor B1, mitochondrial",17,,rRNA processing,,,IEA,IPR011530 ,J:72247 
MGI:2146851,Tfb1m,"transcription factor B1, mitochondrial",17,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:107937,Tfb2m,"transcription factor B2, mitochondrial",1,,rRNA methylation,,,IEA,IPR016861 ,J:72247 
MGI:107937,Tfb2m,"transcription factor B2, mitochondrial",1,,rRNA modification,,,IEA,IPR020598 ,J:72247 
MGI:107937,Tfb2m,"transcription factor B2, mitochondrial",1,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1930075,Tfip11,tuftelin interacting protein 11,5,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1930075,Tfip11,tuftelin interacting protein 11,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1930075,Tfip11,tuftelin interacting protein 11,5,,spliceosomal complex disassembly,,,IMP,,J:205672 
MGI:1930075,Tfip11,tuftelin interacting protein 11,5,,spliceosomal complex disassembly,,,ISO,Q9UBB9 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,negative regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,P01137 ,J:164563 
MGI:2151797,Tgs1,trimethylguanosine synthase 1,4,,7-methylguanosine cap hypermethylation,,,IBA,PTN000380807 ,J:161428 
MGI:2151797,Tgs1,trimethylguanosine synthase 1,4,,7-methylguanosine cap hypermethylation,,,ISO,Q96RS0 ,J:164563 
MGI:2151797,Tgs1,trimethylguanosine synthase 1,4,,7-methylguanosine RNA capping,,,IEA,IPR019012 ,J:72247 
MGI:1913878,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),11,,tRNA modification,,,IEA,IPR007537 IPR024956 ,J:72247 
MGI:1913878,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),11,,tRNA processing,,,IBA,PTN000977687 ,J:161428 
MGI:1913878,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),11,,tRNA processing,,,ISO,Q9NWX6 ,J:164563 
